"COD recode (24 causes)"	"Sex (no total)"	"Race recode (White, Black)"	"Age recode with <1 year olds (5cat)"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
0	1	0	3	42	41.5	25364	50004057
0	1	0	3	43	41.6	25395	49765139
0	1	0	3	44	41.2	25209	49644251
0	1	0	3	45	42.5	26158	49563694
0	1	0	3	46	43.2	26821	49569502
0	1	0	3	47	43.5	27145	49531705
0	1	0	3	48	43.0	26998	49464657
0	1	0	4	0	2800.2	244395	10391855
0	1	0	4	1	2675.0	244022	10700548
0	1	0	4	2	2643.0	249972	11009079
0	1	0	4	3	2612.3	256918	11316580
0	1	0	4	4	2540.0	258519	11628408
0	1	0	4	5	2412.8	255584	11968483
0	1	0	4	6	2251.0	248033	12309822
0	1	0	4	7	2278.3	254354	12579440
0	1	0	4	8	2186.8	253601	12920792
0	1	0	4	9	2189.3	262408	13248277
0	1	0	4	10	2156.8	267024	13589965
0	1	0	4	11	2207.8	282500	13928947
0	1	0	4	12	2134.9	281107	14216984
0	1	0	4	13	2104.6	285628	14528572
0	1	0	4	14	2106.6	293908	14837833
0	1	0	4	15	2060.5	295142	15115303
0	1	0	4	16	2040.2	299465	15395084
0	1	0	4	17	2000.5	300840	15694954
0	1	0	4	18	1958.4	302053	16007992
0	1	0	4	19	1946.3	306409	16253900
0	1	0	4	20	1833.4	295366	16529349
0	1	0	4	21	1759.4	290741	16819540
0	1	0	4	22	1717.8	292270	17087147
0	1	0	4	23	1670.2	291843	17334533
0	1	0	4	24	1700.0	304885	17571770
0	1	0	4	25	1643.1	301232	17742449
0	1	0	4	26	1623.0	304076	17905510
0	1	0	4	27	1583.4	302499	18036430
0	1	0	4	28	1543.0	299926	18105523
0	1	0	4	29	1516.9	299839	18145241
0	1	0	4	30	1500.5	301618	18167290
0	1	0	4	31	1446.2	294838	18217921
0	1	0	4	32	1407.6	289494	18230599
0	1	0	4	33	1369.3	283881	18249792
0	1	0	4	34	1320.9	277038	18318944
0	1	0	4	35	1234.8	261145	18385195
0	1	0	4	36	1208.5	259582	18493690
0	1	0	4	37	1134.6	247747	18646336
0	1	0	4	38	1076.6	239025	18868846
0	1	0	4	39	1054.4	237916	19229113
0	1	0	4	40	987.8	225979	19534726
0	1	0	4	41	961.7	224035	19833441
0	1	0	4	42	938.2	221654	20128961
0	1	0	4	43	914.1	219959	20851216
0	1	0	4	44	906.5	221288	21426356
0	1	0	4	45	886.9	219553	22017519
0	1	0	4	46	904.9	226958	22575125
0	1	0	4	47	875.7	222472	23178737
0	1	0	4	48	874.2	225459	23795689
0	1	1	0	0	21.5	51	237346
0	1	1	0	1	31.9	76	238064
0	1	1	0	2	40.9	102	249464
0	1	1	0	3	50.5	119	235835
0	1	1	0	4	48.3	110	227511
0	1	1	0	5	46.8	103	219887
0	1	1	0	6	34.1	77	225822
0	1	1	0	7	42.5	96	225904
0	1	1	0	8	35.9	86	239266
0	1	1	0	9	50.1	121	241557
0	1	1	0	10	38.4	97	252616
0	1	1	0	11	43.2	116	268560
0	1	1	0	12	32.0	85	265989
0	1	1	0	13	32.7	88	269478
0	1	1	0	14	46.7	125	267749
0	1	1	0	15	47.2	124	262563
0	1	1	0	16	41.0	111	270801
0	1	1	0	17	44.0	121	274717
0	1	1	0	18	36.6	103	281418
0	1	1	0	19	40.2	117	290812
0	1	1	0	20	39.2	121	309040
0	1	1	0	21	36.0	113	313730
0	1	1	0	22	32.7	103	315038
0	1	1	0	23	32.7	103	314688
0	1	1	0	24	33.7	105	311894
0	1	1	0	25	34.2	104	304285
0	1	1	0	26	28.6	84	294030
0	1	1	0	27	28.0	79	282378
0	1	1	0	28	26.4	76	287557
0	1	1	0	29	28.9	84	290717
0	1	1	0	30	24.2	72	297942
0	1	1	0	31	19.6	60	306024
0	1	1	0	32	24.0	76	316708
0	1	1	0	33	22.1	68	308227
0	1	1	0	34	17.1	52	304284
0	1	1	0	35	14.8	46	310300
0	1	1	0	36	14.1	45	318126
0	1	1	0	37	16.5	54	326678
0	1	1	0	38	17.5	60	341912
0	1	1	0	39	14.9	51	343420
0	1	1	0	40	13.9	47	337020
0	1	1	0	41	10.3	34	329259
0	1	1	0	42	14.9	49	329014
0	1	1	0	43	14.6	48	328219
0	1	1	0	44	13.6	45	329986
0	1	1	0	45	17.4	58	333275
0	1	1	0	46	14.6	49	335120
0	1	1	0	47	13.2	44	333635
0	1	1	0	48	15.6	51	327399
0	1	1	1	0	2.3	87	3757708
0	1	1	1	1	2.5	91	3757240
0	1	1	1	2	2.0	76	3745257
0	1	1	1	3	2.1	78	3734829
0	1	1	1	4	2.2	80	3710056
0	1	1	1	5	2.3	85	3675532
0	1	1	1	6	1.8	65	3644249
0	1	1	1	7	1.5	55	3605142
0	1	1	1	8	2.2	75	3559049
0	1	1	1	9	2.5	88	3528769
0	1	1	1	10	2.1	71	3504699
0	1	1	1	11	2.4	85	3533385
0	1	1	1	12	2.1	75	3533902
0	1	1	1	13	2.3	83	3545297
0	1	1	1	14	1.8	66	3562620
0	1	1	1	15	2.2	82	3578246
0	1	1	1	16	2.7	100	3591572
0	1	1	1	17	2.4	90	3594559
0	1	1	1	18	2.3	84	3619324
0	1	1	1	19	1.9	71	3662192
0	1	1	1	20	2.1	80	3722730
0	1	1	1	21	2.0	79	3812457
0	1	1	1	22	2.0	83	3938137
0	1	1	1	23	1.8	76	4051833
0	1	1	1	24	2.0	85	4165492
0	1	1	1	25	2.0	87	4261262
0	1	1	1	26	1.7	73	4331930
0	1	1	1	27	1.8	79	4398459
0	1	1	1	28	1.3	59	4443342
0	1	1	1	29	1.5	67	4493570
0	1	1	1	30	1.2	55	4545516
0	1	1	1	31	1.3	59	4578344
0	1	1	1	32	1.6	71	4590249
0	1	1	1	33	1.2	54	4610216
0	1	1	1	34	1.3	59	4612506
0	1	1	1	35	1.6	73	4598608
0	1	1	1	36	1.5	67	4571856
0	1	1	1	37	1.1	49	4559434
0	1	1	1	38	0.9	43	4558864
0	1	1	1	39	1.3	58	4578047
0	1	1	1	40	1.2	57	4609091
0	1	1	1	41	0.9	44	4637231
0	1	1	1	42	1.1	50	4646777
0	1	1	1	43	0.8	36	4655493
0	1	1	1	44	0.9	43	4662295
0	1	1	1	45	1.1	50	4672223
0	1	1	1	46	1.1	52	4675936
0	1	1	1	47	0.9	41	4690640
0	1	1	1	48	0.8	40	4711562
0	1	1	2	0	16.8	518	3543134
0	1	1	2	1	15.6	490	3692461
0	1	1	2	2	14.9	490	3840515
0	1	1	2	3	12.7	429	3997239
0	1	1	2	4	13.0	463	4146504
0	1	1	2	5	12.5	457	4305920
0	1	1	2	6	9.6	376	4473999
0	1	1	2	7	10.1	405	4630207
0	1	1	2	8	8.9	379	4774916
0	1	1	2	9	9.4	411	4910487
0	1	1	2	10	10.3	463	5046284
0	1	1	2	11	10.3	492	5241939
0	1	1	2	12	9.0	453	5358935
0	1	1	2	13	9.0	459	5424696
0	1	1	2	14	9.2	481	5479942
0	1	1	2	15	8.6	457	5522506
0	1	1	2	16	8.9	488	5557297
0	1	1	2	17	10.1	557	5597985
0	1	1	2	18	9.8	547	5623993
0	1	1	2	19	8.9	505	5634945
0	1	1	2	20	8.8	501	5618123
0	1	1	2	21	8.9	509	5610381
0	1	1	2	22	8.6	496	5621272
0	1	1	2	23	8.8	513	5640348
0	1	1	2	24	8.9	517	5659672
0	1	1	2	25	9.9	577	5681791
0	1	1	2	26	8.9	518	5709874
0	1	1	2	27	9.4	547	5736780
0	1	1	2	28	8.8	512	5770316
0	1	1	2	29	8.7	504	5800211
0	1	1	2	30	8.5	493	5818582
0	1	1	2	31	9.2	530	5847533
0	1	1	2	32	8.6	501	5893110
0	1	1	2	33	8.6	499	5956238
0	1	1	2	34	9.1	533	6022682
0	1	1	2	35	8.3	492	6113397
0	1	1	2	36	8.3	494	6201180
0	1	1	2	37	8.3	495	6285670
0	1	1	2	38	7.9	478	6378515
0	1	1	2	39	8.7	532	6475565
0	1	1	2	40	8.1	499	6574541
0	1	1	2	41	7.3	463	6657040
0	1	1	2	42	7.6	490	6734485
0	1	1	2	43	6.5	426	6803641
0	1	1	2	44	6.6	439	6870611
0	1	1	2	45	7.4	493	6928555
0	1	1	2	46	7.3	497	6977236
0	1	1	2	47	7.2	495	7030443
0	1	1	2	48	7.0	484	7069530
0	1	1	3	0	311.4	10886	3284890
0	1	1	3	1	301.8	10773	3328940
0	1	1	3	2	278.1	10141	3371887
0	1	1	3	3	281.3	10478	3411522
0	1	1	3	4	269.2	10196	3448585
0	1	1	3	5	249.9	9617	3484139
0	1	1	3	6	233.0	9100	3514224
0	1	1	3	7	221.3	8782	3565945
0	1	1	3	8	220.9	8875	3616116
0	1	1	3	9	214.6	8757	3673857
0	1	1	3	10	212.5	8805	3735244
0	1	1	3	11	215.2	9078	3822044
0	1	1	3	12	209.5	8954	3869244
0	1	1	3	13	203.6	8823	3957013
0	1	1	3	14	204.8	9033	4045855
0	1	1	3	15	198.4	8845	4145632
0	1	1	3	16	197.9	8928	4249281
0	1	1	3	17	193.2	8811	4364048
0	1	1	3	18	187.8	8673	4477407
0	1	1	3	19	191.2	8937	4594964
0	1	1	3	20	181.2	8573	4722713
0	1	1	3	21	171.0	8207	4866471
0	1	1	3	22	167.8	8181	5034757
0	1	1	3	23	171.2	8526	5217524
0	1	1	3	24	167.9	8569	5396521
0	1	1	3	25	160.4	8382	5584600
0	1	1	3	26	156.7	8433	5773323
0	1	1	3	27	158.9	8755	5959444
0	1	1	3	28	148.4	8442	6155603
0	1	1	3	29	148.3	8757	6347512
0	1	1	3	30	140.1	8575	6542602
0	1	1	3	31	136.5	8642	6722364
0	1	1	3	32	136.4	8925	6893731
0	1	1	3	33	132.5	8995	7053048
0	1	1	3	34	130.7	9209	7206433
0	1	1	3	35	121.8	8923	7360826
0	1	1	3	36	118.0	8957	7529144
0	1	1	3	37	111.4	8769	7702251
0	1	1	3	38	105.5	8621	7856495
0	1	1	3	39	107.2	9043	7991139
0	1	1	3	40	101.5	8860	8116487
0	1	1	3	41	97.6	8805	8241305
0	1	1	3	42	93.1	8670	8343107
0	1	1	3	43	94.2	8940	8425914
0	1	1	3	44	94.7	9175	8502646
0	1	1	3	45	95.4	9372	8583085
0	1	1	3	46	95.0	9512	8673568
0	1	1	3	47	95.5	9718	8748628
0	1	1	3	48	95.0	9796	8824720
0	1	1	4	0	2678.6	19246	841551
0	1	1	4	1	2582.6	19425	878751
0	1	1	4	2	2518.4	19822	915783
0	1	1	4	3	2514.5	20660	950790
0	1	1	4	4	2522.9	21464	985992
0	1	1	4	5	2362.8	21007	1027904
0	1	1	4	6	2210.2	20548	1066340
0	1	1	4	7	2269.4	21446	1099453
0	1	1	4	8	2240.2	22020	1139341
0	1	1	4	9	2192.6	22372	1178816
0	1	1	4	10	2167.0	23001	1218798
0	1	1	4	11	2317.1	25289	1252321
0	1	1	4	12	2223.2	24920	1281834
0	1	1	4	13	2163.2	25067	1312755
0	1	1	4	14	2254.4	26979	1342118
0	1	1	4	15	2206.1	27143	1370197
0	1	1	4	16	2219.6	28061	1396952
0	1	1	4	17	2242.0	29053	1426920
0	1	1	4	18	2208.8	29393	1456501
0	1	1	4	19	2217.4	30236	1486039
0	1	1	4	20	2134.2	29826	1514800
0	1	1	4	21	2035.4	29149	1542420
0	1	1	4	22	2012.7	29692	1571800
0	1	1	4	23	1935.0	29329	1601278
0	1	1	4	24	2015.8	31366	1629713
0	1	1	4	25	1911.9	30453	1655179
0	1	1	4	26	1908.9	31135	1681609
0	1	1	4	27	1850.9	30839	1707799
0	1	1	4	28	1816.4	30866	1731507
0	1	1	4	29	1800.2	31213	1754370
0	1	1	4	30	1801.0	31800	1773388
0	1	1	4	31	1749.4	31485	1798709
0	1	1	4	32	1715.4	31078	1821726
0	1	1	4	33	1693.3	30906	1842997
0	1	1	4	34	1627.2	30053	1869516
0	1	1	4	35	1523.0	28468	1894198
0	1	1	4	36	1477.5	28249	1930726
0	1	1	4	37	1366.3	26654	1966435
0	1	1	4	38	1318.9	26336	2006642
0	1	1	4	39	1253.7	25659	2057845
0	1	1	4	40	1182.1	24803	2107377
0	1	1	4	41	1138.5	24648	2165125
0	1	1	4	42	1086.5	24200	2226001
0	1	1	4	43	1062.7	24529	2321170
0	1	1	4	44	1057.5	25211	2419080
0	1	1	4	45	1020.5	25159	2526001
0	1	1	4	46	1009.3	25814	2641488
0	1	1	4	47	1009.0	26722	2760651
0	1	1	4	48	979.4	26860	2874676
1	0	0	0	0	 	 	1514641
1	0	0	0	1	 	 	1520117
1	0	0	0	2	 	 	1553592
1	0	0	0	3	 	 	1413121
1	0	0	0	4	 	 	1330370
1	0	0	0	5	 	 	1307809
1	0	0	0	6	 	 	1346332
1	0	0	0	7	 	 	1325561
1	0	0	0	8	 	 	1394848
1	0	0	0	9	 	 	1412505
1	0	0	0	10	 	 	1448419
1	0	0	0	11	 	 	1493786
1	0	0	0	12	 	 	1516142
1	0	0	0	13	 	 	1525865
1	0	0	0	14	 	 	1526163
1	0	0	0	15	 	 	1491206
1	0	0	0	16	 	 	1534172
1	0	0	0	17	 	 	1536973
1	0	0	0	18	 	 	1529082
1	0	0	0	19	 	 	1541190
1	0	0	0	20	 	 	1567669
1	0	0	0	21	 	 	1624007
1	0	0	0	22	 	 	1625478
1	0	0	0	23	 	 	1606157
1	0	0	0	24	 	 	1574670
1	0	0	0	25	 	 	1551711
1	0	0	0	26	 	 	1539528
1	0	0	0	27	 	 	1524669
1	0	0	0	28	 	 	1519823
1	0	0	0	29	 	 	1521486
1	0	0	0	30	 	 	1527801
1	0	0	0	31	 	 	1541238
1	0	0	0	32	 	 	1594490
1	0	0	0	33	 	 	1572249
1	0	0	0	34	 	 	1582125
1	0	0	0	35	 	 	1591206
1	0	0	0	36	 	 	1574764
1	0	0	0	37	 	 	1582557
1	0	0	0	38	 	 	1612525
1	0	0	0	39	 	 	1595501
1	0	0	0	40	 	 	1540088
1	0	0	0	41	 	 	1522490
1	0	0	0	42	 	 	1534654
1	0	0	0	43	 	 	1510617
1	0	0	0	44	 	 	1505703
1	0	0	0	45	 	 	1516827
1	0	0	0	46	 	 	1522072
1	0	0	0	47	 	 	1512444
1	0	0	0	48	 	 	1489721
1	0	0	1	0	 	 	23728170
1	0	0	1	1	 	 	23574128
1	0	0	1	2	 	 	23392871
1	0	0	1	3	 	 	23167157
1	0	0	1	4	 	 	22799887
1	0	0	1	5	 	 	22361343
1	0	0	1	6	 	 	21913505
1	0	0	1	7	 	 	21458208
1	0	0	1	8	 	 	21009347
1	0	0	1	9	 	 	20665104
1	0	0	1	10	 	 	20350287
1	0	0	1	11	 	 	20121485
1	0	0	1	12	 	 	20028472
1	0	0	1	13	 	 	19989691
1	0	0	1	14	 	 	19994853
1	0	0	1	15	 	 	19980565
1	0	0	1	16	 	 	19895646
1	0	0	1	17	 	 	19838957
1	0	0	1	18	 	 	19934523
1	0	0	1	19	 	 	20120944
1	0	0	1	20	 	 	20349453
1	0	0	1	21	 	 	20612902
1	0	0	1	22	 	 	20986491
1	0	0	1	23	 	 	21317771
1	0	0	1	24	 	 	21633347
1	0	0	1	25	 	 	21874749
1	0	0	1	26	 	 	22017868
1	0	0	1	27	 	 	22150364
1	0	0	1	28	 	 	22253331
1	0	0	1	29	 	 	22355932
1	0	0	1	30	 	 	22486645
1	0	0	1	31	 	 	22535184
1	0	0	1	32	 	 	22485328
1	0	0	1	33	 	 	22495077
1	0	0	1	34	 	 	22461424
1	0	0	1	35	 	 	22415201
1	0	0	1	36	 	 	22321770
1	0	0	1	37	 	 	22253511
1	0	0	1	38	 	 	22221328
1	0	0	1	39	 	 	22251257
1	0	0	1	40	 	 	22296668
1	0	0	1	41	 	 	22283642
1	0	0	1	42	 	 	22207104
1	0	0	1	43	 	 	22155927
1	0	0	1	44	 	 	22084717
1	0	0	1	45	 	 	22012952
1	0	0	1	46	 	 	21933659
1	0	0	1	47	 	 	21886847
1	0	0	1	48	 	 	21860045
1	0	0	2	0	0.1	32	25291136
1	0	0	2	1	0.2	35	26326736
1	0	0	2	2	0.1	31	27361341
1	0	0	2	3	0.1	30	28433226
1	0	0	2	4	0.1	21	29360222
1	0	0	2	5	0.1	27	30248159
1	0	0	2	6	0.1	15	31101972
1	0	0	2	7	0.1	14	31946673
1	0	0	2	8	0.1	21	32657834
1	0	0	2	9	0.1	18	33159764
1	0	0	2	10	0.1	17	33731518
1	0	0	2	11	0.1	28	34164079
1	0	0	2	12	0.0	16	34578968
1	0	0	2	13	0.1	20	34437172
1	0	0	2	14	0.1	22	34436271
1	0	0	2	15	0.0	15	34453909
1	0	0	2	16	0.0	12	34506384
1	0	0	2	17	0.0	16	34544066
1	0	0	2	18	0.0	15	34363469
1	0	0	2	19	0.0	15	34073536
1	0	0	2	20	0.1	30	33703966
1	0	0	2	21	0.0	13	33421011
1	0	0	2	22	0.1	21	33158851
1	0	0	2	23	0.1	23	32955984
1	0	0	2	24	0.1	20	32726539
1	0	0	2	25	0.0	15	32534235
1	0	0	2	26	0.1	26	32396208
1	0	0	2	27	0.0	15	32254941
1	0	0	2	28	0.0	11	32186601
1	0	0	2	29	0.0	14	32163671
1	0	0	2	30	0.1	30	32134229
1	0	0	2	31	0.1	25	32204972
1	0	0	2	32	0.1	37	32288497
1	0	0	2	33	0.1	29	32370952
1	0	0	2	34	0.1	28	32391965
1	0	0	2	35	0.1	39	32508241
1	0	0	2	36	0.1	22	32566411
1	0	0	2	37	0.1	32	32656817
1	0	0	2	38	0.1	29	32779366
1	0	0	2	39	0.1	39	32965297
1	0	0	2	40	0.1	42	33126950
1	0	0	2	41	0.1	40	33257744
1	0	0	2	42	0.1	30	33446766
1	0	0	2	43	0.1	40	33615418
1	0	0	2	44	0.1	49	33748998
1	0	0	2	45	0.1	49	33872312
1	0	0	2	46	0.1	47	33936061
1	0	0	2	47	0.1	49	34000041
1	0	0	2	48	0.1	42	33984692
1	0	0	3	0	2.2	672	28027361
1	0	0	3	1	2.2	695	28124642
1	0	0	3	2	2.0	623	28221459
1	0	0	3	3	1.8	578	28323666
1	0	0	3	4	1.7	546	28418381
1	0	0	3	5	1.5	492	28486408
1	0	0	3	6	1.3	435	28557458
1	0	0	3	7	1.2	398	28729712
1	0	0	3	8	1.1	360	28944324
1	0	0	3	9	1.0	347	29373347
1	0	0	3	10	1.4	495	29718173
1	0	0	3	11	1.5	536	29983012
1	0	0	3	12	1.4	495	30191996
1	0	0	3	13	1.4	503	30865437
1	0	0	3	14	1.3	490	31362331
1	0	0	3	15	1.3	479	31875419
1	0	0	3	16	1.3	486	32352403
1	0	0	3	17	1.3	474	32885813
1	0	0	3	18	1.4	510	33446770
1	0	0	3	19	1.3	482	34073789
1	0	0	3	20	1.4	507	34731073
1	0	0	3	21	1.3	486	35451310
1	0	0	3	22	1.3	485	36291875
1	0	0	3	23	1.4	516	37216167
1	0	0	3	24	1.6	620	38103478
1	0	0	3	25	1.6	606	39003054
1	0	0	3	26	1.6	623	39921038
1	0	0	3	27	1.5	589	40859406
1	0	0	3	28	1.6	647	41850330
1	0	0	3	29	1.6	680	42796685
1	0	0	3	30	1.8	795	43712855
1	0	0	3	31	2.0	913	44478901
1	0	0	3	32	1.9	860	45168468
1	0	0	3	33	2.0	953	45783871
1	0	0	3	34	2.2	1088	46321531
1	0	0	3	35	2.3	1145	46917401
1	0	0	3	36	2.4	1254	47566183
1	0	0	3	37	2.6	1393	48157096
1	0	0	3	38	2.6	1404	48557957
1	0	0	3	39	2.8	1555	48745516
1	0	0	3	40	3.0	1699	48946733
1	0	0	3	41	3.0	1775	49175113
1	0	0	3	42	3.0	1804	49295232
1	0	0	3	43	3.1	1901	49080757
1	0	0	3	44	3.6	2156	48981311
1	0	0	3	45	3.6	2158	48931554
1	0	0	3	46	3.8	2335	48991717
1	0	0	3	47	4.0	2454	48994751
1	0	0	3	48	4.2	2567	48968062
1	0	0	4	0	45.4	2580	7511561
1	0	0	4	1	43.6	2535	7646350
1	0	0	4	2	40.4	2369	7780919
1	0	0	4	3	42.2	2478	7914369
1	0	0	4	4	38.9	2373	8051446
1	0	0	4	5	36.2	2234	8208800
1	0	0	4	6	30.8	1928	8365755
1	0	0	4	7	29.5	1892	8542272
1	0	0	4	8	27.5	1790	8746247
1	0	0	4	9	25.2	1689	8941410
1	0	0	4	10	30.8	2129	9155543
1	0	0	4	11	32.0	2243	9366962
1	0	0	4	12	30.4	2205	9533505
1	0	0	4	13	29.7	2215	9722669
1	0	0	4	14	29.0	2209	9923904
1	0	0	4	15	27.2	2155	10101619
1	0	0	4	16	25.7	2086	10296803
1	0	0	4	17	25.7	2146	10518414
1	0	0	4	18	25.5	2166	10750480
1	0	0	4	19	25.8	2250	10928399
1	0	0	4	20	25.8	2277	11137779
1	0	0	4	21	26.5	2360	11350917
1	0	0	4	22	26.4	2428	11566544
1	0	0	4	23	28.3	2684	11777005
1	0	0	4	24	28.0	2726	11997536
1	0	0	4	25	29.3	2920	12173070
1	0	0	4	26	29.9	3045	12362101
1	0	0	4	27	30.7	3208	12517027
1	0	0	4	28	31.8	3377	12624403
1	0	0	4	29	31.5	3407	12717923
1	0	0	4	30	35.3	3918	12797066
1	0	0	4	31	37.2	4178	12903454
1	0	0	4	32	39.2	4454	13010642
1	0	0	4	33	41.0	4733	13123017
1	0	0	4	34	42.1	4991	13282081
1	0	0	4	35	45.3	5453	13443735
1	0	0	4	36	46.5	5741	13639547
1	0	0	4	37	43.9	5560	13864652
1	0	0	4	38	43.5	5666	14154596
1	0	0	4	39	46.0	6144	14572265
1	0	0	4	40	45.8	6290	14934885
1	0	0	4	41	45.4	6411	15293170
1	0	0	4	42	47.4	6862	15651711
1	0	0	4	43	47.8	7153	16404082
1	0	0	4	44	50.1	7727	17013332
1	0	0	4	45	48.9	7783	17610475
1	0	0	4	46	50.7	8291	18179393
1	0	0	4	47	51.1	8591	18766873
1	0	0	4	48	54.6	9441	19362094
1	0	1	0	0	 	 	239711
1	0	1	0	1	 	 	240793
1	0	1	0	2	 	 	254565
1	0	1	0	3	 	 	239800
1	0	1	0	4	 	 	231559
1	0	1	0	5	 	 	225355
1	0	1	0	6	 	 	230396
1	0	1	0	7	 	 	229574
1	0	1	0	8	 	 	244916
1	0	1	0	9	 	 	246239
1	0	1	0	10	 	 	256841
1	0	1	0	11	 	 	271215
1	0	1	0	12	 	 	269763
1	0	1	0	13	 	 	273227
1	0	1	0	14	 	 	272576
1	0	1	0	15	 	 	267174
1	0	1	0	16	 	 	275410
1	0	1	0	17	 	 	280367
1	0	1	0	18	 	 	286659
1	0	1	0	19	 	 	296726
1	0	1	0	20	 	 	314886
1	0	1	0	21	 	 	320671
1	0	1	0	22	 	 	322244
1	0	1	0	23	 	 	322549
1	0	1	0	24	 	 	320522
1	0	1	0	25	 	 	311916
1	0	1	0	26	 	 	300477
1	0	1	0	27	 	 	289104
1	0	1	0	28	 	 	295451
1	0	1	0	29	 	 	299701
1	0	1	0	30	 	 	307443
1	0	1	0	31	 	 	316393
1	0	1	0	32	 	 	326628
1	0	1	0	33	 	 	317650
1	0	1	0	34	 	 	315118
1	0	1	0	35	 	 	320836
1	0	1	0	36	 	 	329152
1	0	1	0	37	 	 	337086
1	0	1	0	38	 	 	353833
1	0	1	0	39	 	 	353526
1	0	1	0	40	 	 	346752
1	0	1	0	41	 	 	340914
1	0	1	0	42	 	 	341857
1	0	1	0	43	 	 	340947
1	0	1	0	44	 	 	341695
1	0	1	0	45	 	 	345107
1	0	1	0	46	 	 	347452
1	0	1	0	47	 	 	344441
1	0	1	0	48	 	 	339133
1	0	1	1	0	 	 	3768738
1	0	1	1	1	 	 	3772591
1	0	1	1	2	 	 	3762774
1	0	1	1	3	 	 	3756095
1	0	1	1	4	 	 	3734064
1	0	1	1	5	 	 	3703198
1	0	1	1	6	 	 	3679914
1	0	1	1	7	 	 	3644563
1	0	1	1	8	 	 	3600204
1	0	1	1	9	 	 	3572979
1	0	1	1	10	 	 	3551258
1	0	1	1	11	 	 	3586432
1	0	1	1	12	 	 	3589983
1	0	1	1	13	 	 	3606647
1	0	1	1	14	 	 	3628440
1	0	1	1	15	 	 	3649602
1	0	1	1	16	 	 	3666087
1	0	1	1	17	 	 	3670013
1	0	1	1	18	 	 	3697774
1	0	1	1	19	 	 	3743665
1	0	1	1	20	 	 	3806359
1	0	1	1	21	 	 	3899018
1	0	1	1	22	 	 	4031689
1	0	1	1	23	 	 	4153214
1	0	1	1	24	 	 	4275395
1	0	1	1	25	 	 	4378752
1	0	1	1	26	 	 	4454940
1	0	1	1	27	 	 	4525870
1	0	1	1	28	 	 	4575116
1	0	1	1	29	 	 	4630088
1	0	1	1	30	 	 	4688205
1	0	1	1	31	 	 	4726113
1	0	1	1	32	 	 	4738751
1	0	1	1	33	 	 	4760430
1	0	1	1	34	 	 	4763970
1	0	1	1	35	 	 	4750871
1	0	1	1	36	 	 	4725180
1	0	1	1	37	 	 	4713244
1	0	1	1	38	 	 	4715668
1	0	1	1	39	 	 	4735958
1	0	1	1	40	 	 	4769079
1	0	1	1	41	 	 	4796640
1	0	1	1	42	 	 	4805857
1	0	1	1	43	 	 	4814849
1	0	1	1	44	 	 	4821156
1	0	1	1	45	 	 	4829061
1	0	1	1	46	 	 	4831677
1	0	1	1	47	 	 	4846219
1	0	1	1	48	 	 	4867665
1	0	1	2	0	2.8	67	3155053
1	0	1	2	1	2.7	66	3308641
1	0	1	2	2	2.2	55	3460915
1	0	1	2	3	1.9	54	3622825
1	0	1	2	4	1.3	35	3761939
1	0	1	2	5	0.9	26	3911743
1	0	1	2	6	1.1	34	4070351
1	0	1	2	7	1.0	30	4224896
1	0	1	2	8	0.7	22	4358462
1	0	1	2	9	0.6	22	4485899
1	0	1	2	10	0.7	26	4617898
1	0	1	2	11	0.5	18	4815298
1	0	1	2	12	0.5	23	4934056
1	0	1	2	13	0.5	20	5001838
1	0	1	2	14	0.4	17	5061968
1	0	1	2	15	0.5	24	5113957
1	0	1	2	16	0.4	17	5159519
1	0	1	2	17	0.5	25	5221239
1	0	1	2	18	0.4	20	5257927
1	0	1	2	19	0.5	24	5273487
1	0	1	2	20	0.6	33	5266578
1	0	1	2	21	0.4	23	5271228
1	0	1	2	22	0.5	25	5276094
1	0	1	2	23	0.7	36	5311978
1	0	1	2	24	0.5	26	5327595
1	0	1	2	25	0.5	28	5349566
1	0	1	2	26	0.5	26	5380589
1	0	1	2	27	0.5	24	5409465
1	0	1	2	28	0.4	21	5444290
1	0	1	2	29	0.4	21	5474999
1	0	1	2	30	0.4	23	5496885
1	0	1	2	31	0.3	17	5535501
1	0	1	2	32	0.7	36	5593243
1	0	1	2	33	0.5	27	5663095
1	0	1	2	34	0.8	40	5720600
1	0	1	2	35	0.6	32	5828071
1	0	1	2	36	0.6	33	5926447
1	0	1	2	37	0.8	42	6028472
1	0	1	2	38	0.5	29	6124670
1	0	1	2	39	1.0	51	6229713
1	0	1	2	40	0.6	32	6330394
1	0	1	2	41	0.6	35	6426157
1	0	1	2	42	0.5	31	6539428
1	0	1	2	43	0.5	29	6650919
1	0	1	2	44	0.6	36	6756476
1	0	1	2	45	0.6	36	6852957
1	0	1	2	46	0.5	31	6939668
1	0	1	2	47	0.5	33	7029343
1	0	1	2	48	0.7	47	7098144
1	0	1	3	0	20.5	584	2789904
1	0	1	3	1	19.9	570	2815368
1	0	1	3	2	18.0	526	2839977
1	0	1	3	3	15.5	459	2866373
1	0	1	3	4	12.3	376	2885412
1	0	1	3	5	11.4	348	2900539
1	0	1	3	6	9.9	307	2911753
1	0	1	3	7	9.5	294	2941297
1	0	1	3	8	7.7	245	2969884
1	0	1	3	9	7.1	228	3005920
1	0	1	3	10	8.5	276	3045170
